city_name,city_number,country,lat,lon,temp,humidity,wind,clouds
pitelino,509273,RU,54.58,41.81,9.52,93,7.71,100
sanica,3191302,BA,44.61,16.64,10.19,83,1.33,100
kibakwe,158024,TZ,-6.72,36.37,16.18,84,0.64,95
valdivia,3868707,CL,-39.81,-73.25,8.0,100,0.5,90
nuuk,3421319,GL,64.18,-51.72,4.0,93,3.1,100
ulladulla,2145554,AU,-35.35,150.47,16.34,36,5.1,100
coihaique,3894426,CL,-45.58,-72.07,2.0,93,3.1,75
kazalinsk,1000000, ,0.0,0.0,0.0,0,0.0,0
santa maria,3450083,BR,-29.68,-53.81,18.62,96,1.77,100
general pico,3855075,AR,-35.66,-63.76,10.16,60,1.64,22
budogoshch,571252,RU,59.28,32.47,0.66,94,2.73,100
caraballeda,3646767,VE,10.61,-66.85,22.78,80,4.0,34
bakchar,1511057,RU,57.02,82.07,24.7,38,1.29,97
manzil jamil,1000000, ,0.0,0.0,0.0,0,0.0,0
dongying,1812101,CN,37.46,118.49,28.88,24,5.26,0
menongue,3347353,AO,-14.66,17.69,13.62,54,1.04,58
kavieng,2094342,PG,-2.57,150.8,27.44,80,3.9,100
at-bashi,1528796,KG,41.17,75.81,10.56,43,0.78,100
kitimat,5993072,CA,54.05,-128.65,18.89,46,0.45,0
tucupita,3625929,VE,9.06,-62.05,23.77,86,1.91,93
lodja,211647,CD,-3.48,23.43,20.95,97,0.59,81
mahanoro,1062553,MG,-19.9,48.8,22.01,81,2.57,84
wakkanai,2127515,JP,45.41,141.67,16.0,59,10.8,20
teguise,2510573,ES,29.06,-13.56,20.0,68,3.1,83
severnyy,496358,RU,50.68,36.55,3.0,74,8.0,75
cinnaminson,4501234,US,40.0,-74.99,10.5,37,3.1,40
tyumentsevo,1488741,RU,53.32,81.5,24.25,41,2.19,0
natal,3394023,BR,-5.79,-35.21,24.0,100,2.1,20
puerto suarez,3444199,BO,-18.95,-57.8,22.7,93,0.95,51
itoman,1861280,JP,26.12,127.67,25.87,54,8.2,75
ajdabiya,89113,LY,30.76,20.23,24.84,16,1.55,0
sergeyevka,1519385,KZ,53.88,67.42,19.22,67,2.52,78
santa rosa,1687894,PH,14.31,121.11,33.94,56,2.1,75
marystown,6067472,CA,47.17,-55.15,3.44,96,5.62,100
tuyen quang,1563287,VN,21.82,105.22,28.28,74,1.65,100
nebolchi,523051,RU,59.12,33.35,0.95,96,2.35,100
port-gentil,2396518,GA,-0.72,8.78,27.13,79,3.04,100
key west,4160812,US,24.56,-81.78,24.91,69,6.2,20
hualmay,3939761,PE,-11.1,-77.61,19.34,84,3.71,33
kirakira,2178753,SB,-10.45,161.92,29.6,71,4.86,93
raudeberg,3146487,NO,61.99,5.14,0.56,93,5.26,83
navolato,3995017,MX,24.77,-107.69,25.01,59,0.45,0
buchanan,2278158,LR,5.88,-10.05,26.37,84,1.28,93
murgab,1218612,TM,37.5,61.97,13.0,87,4.1,71
celestun,3531368,MX,20.87,-90.4,26.43,82,6.22,0
campos altos,3467688,BR,-19.7,-46.17,13.58,90,1.13,13
seoul,1835848,KR,37.57,126.98,20.32,37,7.7,0
bjornevatn,780643,NO,69.67,29.98,-2.0,79,9.3,0
san sebastian,3110044,ES,43.31,-1.98,12.18,100,1.0,90
cabedelo,3404558,BR,-6.98,-34.83,24.0,100,1.5,40
nis,2990440,FR,43.7,7.27,14.73,87,3.1,73
yavas,468587,RU,54.42,42.85,13.7,92,6.19,100
port hueneme,5384339,US,34.15,-119.2,16.27,72,8.7,1
weatherford,4740364,US,32.76,-97.8,20.41,91,1.34,0
havoysund,779622,NO,71.0,24.66,0.0,92,8.7,75
haifa,294801,IL,32.82,34.99,20.76,57,1.13,0
fukue,1863997,JP,32.69,128.84,20.0,49,8.2,0
irece,3461013,BR,-11.3,-41.86,21.66,76,5.9,71
virginia beach,4791259,US,36.85,-75.98,9.92,76,2.1,20
esso,2125711,RU,55.93,158.7,3.46,78,1.9,19
bozhou,1816234,CN,33.88,115.77,29.77,26,4.46,63
sokolo,2450849,ML,14.73,-6.12,30.46,38,3.08,24
concepcion del oro,4013039,MX,24.63,-101.42,20.01,25,1.55,0
conde,3385077,BR,-7.26,-34.91,24.0,100,1.5,40
tairua,2182010,NZ,-37.02,175.85,16.61,72,5.81,100
haibowan,1000000, ,0.0,0.0,0.0,0,0.0,0
voskresenskoye,471607,RU,56.84,45.43,14.23,90,4.41,100
khani,610864,GE,41.96,42.96,15.0,58,4.6,75
uyuni,3901903,BO,-20.46,-66.83,2.84,66,4.96,0
rosarito,3988392,MX,32.33,-117.03,18.57,77,4.1,90
saint-louis,2246451,SN,16.33,-15.0,26.69,24,4.55,17
rungata,1000000, ,0.0,0.0,0.0,0,0.0,0
greenfield,5255068,US,42.96,-88.01,4.08,60,2.6,20
zheleznogorsk,463343,RU,52.33,35.37,1.53,85,7.28,69
nantucket,4944903,US,41.28,-70.1,9.72,27,10.3,1
independenta,675612,RO,45.48,27.75,8.32,53,5.63,98
kholtoson,2022369,RU,50.3,103.31,19.0,28,1.5,2
tautira,4033557,PF,-17.73,-149.15,28.94,70,4.1,100
tigil,2120612,RU,57.8,158.67,7.87,57,2.61,30
mangrol,1263752,IN,21.12,70.12,29.26,73,5.54,0
anadyr,2127202,RU,64.75,177.48,1.82,93,4.0,90
kendari,1640344,ID,-3.94,122.5,29.83,69,1.55,37
thrissur,1254187,IN,10.52,76.22,27.0,88,2.1,40
cayenne,3382160,GF,4.93,-52.33,25.0,100,6.66,75
bereda,3105522,ES,43.27,-7.54,11.27,100,0.45,100
tenkodogo,2354675,BF,11.78,-0.37,31.75,39,4.71,3
killarney,2963370,IE,52.05,-9.52,2.86,88,1.46,3
goundam,2456917,ML,16.41,-3.67,33.4,30,9.02,97
thongwa,1291193,MM,16.76,96.53,34.0,56,1.0,20
dieppe bay,1000000, ,0.0,0.0,0.0,0,0.0,0
margate,2643044,GB,51.38,1.39,7.22,75,0.45,45
falealupo,1000000, ,0.0,0.0,0.0,0,0.0,0
gulshat,1000000, ,0.0,0.0,0.0,0,0.0,0
mchinji,926747,MW,-13.8,32.88,14.14,80,1.2,45
turinsk,1488933,RU,58.05,63.7,17.88,57,1.36,67
antalaha,1071296,MG,-14.9,50.28,21.49,87,3.2,96
maceio,3395981,BR,-9.67,-35.74,24.0,94,1.0,40
saint-augustin,6137462,CA,51.23,-58.65,2.08,95,9.79,100
roswell,4219934,US,34.02,-84.36,14.96,58,2.1,1
hirara,1862505,JP,24.8,125.28,26.41,69,7.2,75
prainha,3391287,BR,-1.8,-53.48,24.32,92,1.33,12
sarila,1257167,IN,25.77,79.68,36.89,15,3.2,16
dawson creek,5935804,CA,55.77,-120.24,16.0,23,3.6,1
mapiri,3910758,BO,-15.25,-68.17,20.18,90,0.32,42
reefton,1000000, ,0.0,0.0,0.0,0,0.0,0
darhan,2031964,MN,49.49,105.92,18.79,39,3.2,1
gwanda,890516,ZW,-20.93,29.0,12.9,41,1.84,6
udankudi,1253972,IN,8.43,78.02,30.5,63,2.7,53
de-kastri,2126018,RU,51.47,140.78,6.92,91,2.06,100
ha giang,1581349,VN,22.83,104.98,28.06,77,2.14,98
baracoa,3567834,CU,20.35,-74.5,25.85,82,1.56,81
jieshi,1805857,CN,22.81,115.83,25.64,76,8.3,52
broken hill,2173911,AU,-31.95,141.43,14.0,62,6.7,40
vikhorevka,2013399,RU,56.12,101.16,6.83,52,6.0,40
satitoa,1000000, ,0.0,0.0,0.0,0,0.0,0
pangody,1495626,RU,65.85,74.49,4.73,93,4.94,85
khorixas,3356213,NA,-20.37,14.97,20.88,31,2.89,57
medea,2488835,DZ,36.26,2.75,15.0,72,2.1,90
harwich,2647383,GB,51.94,1.28,6.37,75,0.89,65
dengzhou,1812988,CN,37.81,120.75,22.0,38,6.66,0
muncar,1634718,ID,-8.43,114.33,28.12,77,4.81,32
myitkyina,1307741,MM,25.38,97.4,31.46,47,0.7,11
ust-karsk,2013942,RU,52.7,118.81,17.5,32,4.29,98
matsanga,1000000, ,0.0,0.0,0.0,0,0.0,0
berekum,2303125,GH,7.45,-2.58,22.8,86,2.06,1
rawson,3839307,AR,-43.3,-65.1,8.18,65,6.74,8
qandala,53157,SO,11.47,49.87,30.26,66,1.71,92
garissa,197745,KE,-0.45,39.64,24.97,70,4.24,99
sembakung,1627877,ID,3.82,117.25,34.55,50,0.73,0
axim,2303611,GH,4.87,-2.24,26.37,85,2.28,1
aventura,4146429,US,25.96,-80.14,25.01,57,6.2,40
kalikapur,1268408,IN,22.62,86.28,29.0,70,1.0,40
chardara,1524889,KZ,41.25,67.97,22.16,58,3.04,82
rawlins,5836068,US,41.79,-107.24,15.54,26,8.7,20
anloga,2304548,GH,5.79,0.9,27.0,88,2.1,20
champerico,3598787,GT,14.3,-91.92,30.04,70,2.21,71
phalaborwa,965528,ZA,-23.94,31.14,16.0,77,1.5,0
hays,4696788,US,30.05,-98.03,17.96,99,0.45,84
novopokrovka,699328,UA,49.84,36.55,3.68,75,8.18,98
muisne,3653967,EC,0.6,-80.03,25.58,83,2.0,100
boyolangu,1648082,ID,-8.12,111.89,28.7,72,5.12,31
marathon,5261790,US,44.9,-89.77,7.49,25,1.13,1
buta,217570,CD,2.79,24.73,21.59,98,0.41,100
zvishavane,878549,ZW,-20.33,30.07,12.07,44,1.32,0
wilmington,4499379,US,34.23,-77.94,12.96,67,2.1,1
anjiang,1818051,CN,27.32,110.1,25.71,61,0.59,86
moerai,4034188,PF,-22.43,-151.33,26.77,84,4.44,9
aksarka,1512019,RU,66.56,67.8,4.95,94,3.69,49
urumqi,1529102,CN,43.8,87.6,24.0,31,2.0,20
edd,338345,ER,13.93,41.69,30.91,55,0.8,6
maine-soroa,2441447,NE,13.21,12.02,27.08,14,2.88,0
thanh hoa,1566166,VN,19.8,105.77,30.57,66,2.48,86
balakhta,1510998,RU,55.38,91.6,21.01,31,3.2,60
texas city,4736134,US,29.38,-94.9,24.21,83,4.1,1
tomatlan,3981391,MX,19.93,-105.25,22.7,73,0.27,0
kamsack,5989068,CA,51.57,-101.9,9.0,26,4.1,1
gogrial,374739,SS,8.53,28.1,27.34,61,2.39,49
pangnirtung,6096551,CA,66.15,-65.71,-0.54,95,2.26,99
khasan,2039557,RU,42.43,130.64,13.9,45,3.94,34
jardim,3460087,BR,-21.48,-56.14,21.61,96,1.51,93
zolotinka,1000000, ,0.0,0.0,0.0,0,0.0,0
preili,456530,LV,56.29,26.72,1.03,92,2.42,67
nargana,3703946,PA,9.44,-78.59,27.25,79,1.75,59
rodrigues alves,3665210,BR,-7.74,-72.65,22.95,96,0.78,50
mumford,2297810,GH,5.26,-0.76,26.68,84,1.91,0
trang,1150006,TH,7.5,99.5,31.0,74,1.5,20
opuwo,3354077,NA,-18.06,13.84,17.48,51,0.63,55
catuday,1717787,PH,16.29,119.81,30.77,65,1.23,35
batemans bay,2176639,AU,-35.72,150.18,19.44,37,0.89,83
bareggio,6542012,IT,45.49,9.0,13.48,86,2.24,100
playa vicente,3521334,MX,17.83,-95.82,28.52,61,1.25,10
kabo,2386042,CF,7.7,18.63,24.84,76,1.63,98
am timan,245338,TD,11.03,20.28,28.04,49,1.42,64
atambua,1651103,ID,-9.11,124.89,28.82,58,1.8,59
abu zabad,380348,SD,12.35,29.25,26.93,15,1.14,64
nizhnevartovsk,1497543,RU,60.93,76.55,21.0,73,2.0,100
ciparay,1646281,ID,-7.42,108.47,28.79,73,2.38,100
ilinskiy,557140,RU,55.62,38.12,3.85,82,8.0,75
pahrump,5509851,US,36.21,-115.98,21.32,33,5.81,2
nadym,1498087,RU,65.53,72.52,7.73,80,3.76,63
san rafael,3836669,AR,-34.62,-68.33,10.51,47,2.31,25
shahrud,135423,IR,36.42,54.98,9.87,48,1.55,0
plettenberg bay,964712,ZA,-34.05,23.37,14.92,80,5.65,49
yerbogachen,2012956,RU,61.28,108.01,2.48,72,5.14,100
krasnokamensk,2021618,RU,50.1,118.04,19.56,26,5.89,5
harper,2276492,LR,4.38,-7.72,25.9,85,0.99,40
bestobe,1525376,KZ,52.5,73.1,24.97,36,2.59,0
farmington,5467328,US,36.73,-108.22,22.0,10,7.7,1
lypova dolyna,703015,UA,50.56,33.8,1.95,82,6.45,6
puerto madero,3520989,MX,14.72,-92.42,29.0,83,1.5,40
stamsund,1000000, ,0.0,0.0,0.0,0,0.0,0
portoferraio,3170094,IT,42.81,10.31,18.16,98,4.92,39
berlevag,780687,NO,70.86,29.09,-1.45,90,7.64,0
inverness,2646088,GB,57.48,-4.22,3.0,74,3.1,20
soldotna,5874678,US,60.49,-151.06,12.16,37,5.7,1
kargopol,552465,RU,61.51,38.95,-0.44,99,5.26,100
ketovo,1503879,RU,55.35,65.33,16.62,78,2.19,98
ovalle,3877918,CL,-30.6,-71.2,8.22,77,0.3,24
padina,787271,RS,45.12,20.73,8.99,65,1.0,9
kindu,212902,CD,-2.95,25.95,22.22,86,0.38,100
tres arroyos,3833859,AR,-38.37,-60.28,8.96,56,3.33,0
acapulco,3533462,MX,16.86,-99.89,28.0,69,1.5,5
sal rei,3374235,CV,16.18,-22.92,22.0,73,10.3,75
rafaela,3839479,AR,-31.25,-61.49,13.61,64,0.45,1
ossora,2122389,RU,59.24,163.07,1.81,93,1.2,1
biloela,2175819,AU,-24.42,150.5,24.94,34,2.22,18
straumen,3135728,NO,63.87,11.3,0.79,86,6.7,100
makung,1000000, ,0.0,0.0,0.0,0,0.0,0
pendleton,5745380,US,45.67,-118.79,10.61,93,7.2,90
durazno,3442727,UY,-33.41,-56.5,8.91,93,3.46,0
shache,1280037,CN,38.42,77.24,26.01,20,2.56,23
kurmanayevka,538685,RU,52.51,52.07,13.54,70,4.12,40
kedrovyy,1538641,RU,56.17,91.82,19.0,22,3.0,98
poum,2138555,NC,-20.23,164.02,23.58,63,8.89,0
muri,1262429,IN,23.37,85.87,26.58,65,2.55,15
san pedro de uraba,3669087,CO,8.28,-76.38,23.96,91,1.7,98
padang,1633419,ID,-0.95,100.35,30.86,58,0.85,98
ierapetra,261814,GR,35.01,25.74,20.0,52,1.85,26
chhatak,1185254,BD,25.03,91.67,31.57,37,2.37,0
emilio carranza,3514843,MX,19.97,-96.61,25.87,81,4.71,27
maues,3395062,BR,-3.38,-57.72,24.03,96,0.86,94
uruzgan,1131461,AF,32.83,66.0,20.21,39,1.44,0
belyy yar,1510377,RU,53.6,91.39,21.0,40,1.55,5
urdzhar,1000000, ,0.0,0.0,0.0,0,0.0,0
poronaysk,2121909,RU,49.22,143.12,4.01,95,3.64,100
aripuana,3665202,BR,-9.17,-60.63,23.03,94,0.35,8
santiago de chuco,3692072,PE,-8.15,-78.18,9.27,82,1.14,77
lisala,211734,CD,2.15,21.52,21.22,98,0.65,55
shubarshi,608270,KZ,48.59,57.19,15.61,52,1.79,0
mollendo,3934707,PE,-17.02,-72.01,18.28,80,3.17,63
fecamp,3018794,FR,49.76,0.37,3.25,74,2.1,40
kempsey,2161658,AU,-31.08,152.83,22.22,60,1.34,91
jumla,1283285,NP,29.27,82.18,16.67,88,1.47,36
balikpapan,1650527,ID,-1.27,116.83,28.89,81,2.36,59
praia,3374333,CV,14.92,-23.51,22.0,73,9.3,40
gazli,1513990,UZ,40.13,63.45,14.76,81,5.07,100
panzhihua,6929460,CN,26.59,101.71,25.56,31,0.89,73
sorvag,1000000, ,0.0,0.0,0.0,0,0.0,0
dudinka,1507116,RU,69.41,86.18,2.0,64,4.0,14
bethanien,3358416,NA,-26.5,17.16,15.45,41,2.38,57
peachland,6100086,CA,49.77,-119.74,13.41,76,3.6,90
imeni poliny osipenko,2023584,RU,52.42,136.49,3.65,94,6.22,100
rio grande,3451138,BR,-32.03,-52.1,16.67,97,6.01,100
kaka,161901,TM,37.35,59.61,15.3,59,3.74,90
bara,2347758,NG,10.37,10.73,28.16,61,3.41,0
el balyana,1000000, ,0.0,0.0,0.0,0,0.0,0
kulhudhuffushi,1337613,MV,6.62,73.07,29.63,74,5.0,92
betong,1611635,TH,5.77,101.07,23.19,93,2.32,100
kalomo,1000000, ,0.0,0.0,0.0,0,0.0,0
whitehorse,6180550,CA,60.72,-135.05,20.85,15,3.1,40
kitale,191220,KE,1.02,35.01,12.4,94,0.4,33
port keats,2063039,AU,-14.25,129.55,30.49,33,5.11,0
kanniyakumari,1268008,IN,8.08,77.57,29.03,69,2.29,98
pervomayskoye,797213,RU,43.92,46.71,14.62,67,5.85,99
catamayo,3659599,EC,-3.98,-79.35,18.9,82,0.73,100
otradnoye,513898,RU,59.78,30.82,0.19,86,3.0,44
qianan,2035410,CN,44.99,124.06,17.16,29,3.25,0
leeds,3333164,GB,53.8,-1.55,5.01,75,1.34,98
gamba,2400547,GA,-2.65,10.0,24.6,93,1.33,100
progreso,3521108,MX,21.28,-89.67,26.83,74,2.6,20
sao domingos,3449293,BR,-13.4,-46.32,20.03,84,2.85,0
agadez,2448083,NE,19.75,10.25,25.76,15,2.34,0
sayansk,2055166,RU,54.11,102.16,13.06,54,6.67,96
paracuru,3393115,BR,-3.41,-39.03,25.56,80,0.45,0
kamalpur,1268271,IN,24.2,91.83,32.5,50,1.81,0
buqayq,1000000, ,0.0,0.0,0.0,0,0.0,0
salamiyah,164947,SY,35.01,37.05,19.49,32,3.13,0
chimore,3920736,BO,-16.98,-65.13,22.34,96,0.46,75
mehran,124291,IR,33.12,46.16,17.0,21,5.1,0
grand island,5069297,US,40.92,-98.34,11.02,46,6.2,90
raduzhnyy,1540356,RU,62.1,77.47,19.85,58,4.09,76
mogochin,1000000, ,0.0,0.0,0.0,0,0.0,0
sambava,1056899,MG,-14.27,50.17,22.34,87,4.79,99
hvammstangi,1000000, ,0.0,0.0,0.0,0,0.0,0
svetlaya,2015852,RU,46.54,138.33,9.4,79,2.11,75
huarmey,3939168,PE,-10.07,-78.15,20.14,81,2.93,22
perbaungan,1214191,ID,3.57,98.96,29.0,83,5.1,20
pakxe,1654379,LA,15.12,105.78,32.0,55,6.2,23
farnham,2649660,GB,51.21,-0.8,6.84,75,1.0,1
tecoh,3516168,MX,20.75,-89.47,26.83,74,2.6,20
kemijarvi,653272,FI,66.71,27.43,-2.16,94,1.88,0
raymond,4976361,US,43.9,-70.47,2.13,55,3.21,31
vagay,1487860,RU,57.94,69.02,22.77,47,2.1,15
chapais,5919850,CA,49.78,-74.85,-3.0,58,1.5,75
galesong,1644605,ID,-5.32,119.37,31.0,66,2.1,100
sananduva,3450496,BR,-27.95,-51.81,15.89,96,2.68,100
capreol,5959803,CA,46.71,-80.92,1.03,40,2.6,5
morristown,4642938,US,36.21,-83.29,11.23,62,0.68,1
nalut,2214432,LY,30.33,10.85,26.29,23,7.0,54
nazarovo,1497951,RU,56.01,90.39,20.78,29,1.47,30
maridi,370457,SS,4.92,29.47,19.96,95,2.42,100
dillon,4576653,US,34.42,-79.37,10.51,76,1.3,1
chapulhuacan,3531118,MX,21.17,-98.9,19.56,98,0.44,11
dzaoudzi,921900,YT,-12.79,45.27,27.0,74,4.6,90
barra dos coqueiros,3470674,BR,-10.91,-37.04,27.0,83,1.5,40
hoopstad,995573,ZA,-27.83,25.91,11.2,45,1.73,11
oga,3175788,IT,46.46,10.35,7.49,100,2.11,75
iracoubo,3381428,GF,5.48,-53.2,25.51,90,6.97,100
pringsewu,1630639,ID,-5.36,104.97,30.72,65,1.17,100
inuvik,5983607,CA,68.35,-133.72,-3.0,73,4.1,75
gambela,337405,ET,8.25,34.58,22.5,87,1.78,95
mastic beach,5126209,US,40.77,-72.85,9.5,36,1.5,90
havre-saint-pierre,5972291,CA,50.23,-63.6,5.0,80,3.6,90
maracacume,3395497,BR,-2.04,-45.96,23.32,97,1.25,86
mookane,933290,BW,-23.69,26.66,14.43,37,1.86,22
otukpo,2328113,NG,7.19,8.13,24.29,93,2.62,38
tukrah,88834,LY,32.53,20.58,23.04,32,3.43,67
bati,342641,ET,11.18,40.02,20.65,31,2.61,0
tonj,365763,SS,7.27,28.68,24.47,78,1.57,59
taburi,1000000, ,0.0,0.0,0.0,0,0.0,0
zabol,1121143,AF,32.25,67.25,18.26,56,3.98,0
vaitape,4033077,PF,-16.52,-151.75,27.98,74,5.58,100
sumbe,3346015,AO,-11.21,13.84,24.97,80,0.87,51
nago,1856068,JP,26.59,127.98,25.85,57,4.6,75
kailua,5847486,US,21.4,-157.74,24.6,61,3.6,90
odweyne,53372,SO,9.41,45.06,25.0,61,1.57,11
hovd,1516048,MN,48.01,91.64,16.87,32,4.36,100
araouane,2460954,ML,18.9,-3.53,30.14,22,3.12,21
oistins,3373652,BB,13.07,-59.53,27.0,69,10.8,20
sao jose da coroa grande,3388456,BR,-8.9,-35.15,25.21,86,2.39,32
gazni,1000000, ,0.0,0.0,0.0,0,0.0,0
yomitan,1000000, ,0.0,0.0,0.0,0,0.0,0
terme,738803,TR,41.21,36.97,14.0,82,1.5,0
alexandria,361058,EG,31.22,29.96,18.0,82,2.4,71
nhamunda,3393929,BR,-2.19,-56.71,24.51,95,0.95,55
taoudenni,2450173,ML,22.68,-3.98,30.4,13,6.62,0
mizan teferi,330534,ET,6.98,35.58,16.77,86,1.31,12
colesberg,1013076,ZA,-30.72,25.1,13.46,43,3.89,99
da nang,1583992,VN,16.07,108.22,33.0,59,1.5,20
sao miguel do oeste,1000000, ,0.0,0.0,0.0,0,0.0,0
pedernales,3495137,DO,18.04,-71.74,25.93,72,0.94,37
salinopolis,3389822,BR,-0.61,-47.36,26.83,85,5.03,98
la zumbadora,3606075,HN,15.02,-88.9,22.07,91,0.58,4
vila,7117100,PT,42.03,-8.16,11.93,93,1.5,13
kilrush,2963218,IE,52.64,-9.48,3.0,93,1.0,0
north mankato,5039537,US,44.17,-94.03,9.87,23,3.1,1
kaunas,598316,LT,54.9,23.9,3.0,69,3.1,99
the valley,3573374,AI,18.22,-63.06,26.59,74,5.1,20
inta,1505579,RU,66.03,60.17,14.58,65,6.49,98
pueblo nuevo,4007676,MX,23.38,-105.38,13.63,38,1.1,0
hailar,2037078,CN,49.2,119.7,16.27,32,5.39,16
newport,2641598,GB,51.59,-3.0,4.48,84,3.26,0
warqla,1000000, ,0.0,0.0,0.0,0,0.0,0
mount isa,2065594,AU,-20.73,139.5,24.0,25,2.1,40
lagos,2332453,NG,6.58,3.75,26.0,94,1.0,20
nhulunbuy,2064735,AU,-12.23,136.77,29.0,66,4.6,75
antofagasta,3899539,CL,-23.65,-70.4,14.0,82,2.6,20
turtas,1540475,RU,58.94,69.13,23.22,50,1.87,3
waipawa,2206874,NZ,-41.41,175.52,14.13,82,3.1,100
qafsah,1000000, ,0.0,0.0,0.0,0,0.0,0
okha,2122614,RU,53.57,142.95,3.87,89,8.94,100
guaraniacu,3461892,BR,-25.1,-52.88,15.93,100,2.01,54
henties bay,3356832,NA,-22.12,14.28,17.58,68,2.53,1
bournemouth,2655095,GB,50.72,-1.88,6.46,76,0.89,32
canita,3713131,PA,9.21,-78.88,27.0,78,1.5,45
beroroha,1066831,MG,-21.67,45.17,18.93,93,0.22,48
sale,2537763,MA,34.04,-6.82,15.59,93,4.1,90
victor harbor,2059470,AU,-35.57,138.62,14.44,65,1.79,56
paradwip,1000000, ,0.0,0.0,0.0,0,0.0,0
tunapuna,3573576,TT,10.63,-61.38,26.8,78,5.1,20
zhangdian,1785290,CN,34.2,119.3,25.26,37,6.16,0
malko tarnovo,729322,BG,41.98,27.53,14.69,82,2.1,81
santo domingo,3492908,DO,18.5,-69.99,25.88,96,0.85,97
yerofey pavlovich,2012938,RU,53.97,121.97,11.06,42,3.89,100
roebourne,2062276,AU,-20.78,117.13,29.81,20,7.79,0
zelenoborsk,1485286,RU,61.47,64.03,19.19,69,3.84,57
safranbolu,740430,TR,41.25,32.69,13.43,64,0.64,0
hihifo,1000000, ,0.0,0.0,0.0,0,0.0,0
brasilia de minas,3469057,BR,-16.21,-44.43,17.78,87,2.94,0
votkinsk,471430,RU,57.05,53.99,10.56,94,0.45,78
fiche,337771,ET,9.8,38.73,10.24,62,0.59,0
peniche,2264923,PT,39.36,-9.38,13.71,87,3.58,36
sovetskaya gavan,2121052,RU,48.97,140.29,6.36,89,2.0,100
